title,description,employer,link,tags,source,date,locations
کارشناس مهاجرت و ویزا,"یک شرکت مهاجرتی معتبر در گنبد کاووس از افراد "" متعهد، مسئولیت پذیر و منظم"" جهت سمت شغلی کارشناس مهاجرت و ویزا دعوت به همکاری می نماید.فقط در صورتی که شرایط زیر را دارید اقدام به ارسال رزومه نمایید:- ساکن گنبد- 20 تا 35 ساله (ترجیحاً مجرد)- دارای فن بیان قوی و مسلط به اصول و فنون مذاکره-تسلط کامل به زبان انگلیسی- آراسته، منظم، دقیق، متعهد به کار و مسئولیت‌پذیر- داشتن روابط عمومی بالا و روحیه کار تیمی، پیگیری و نتیجه گرایی- داشتن دانش نسبی و مهارت برای فروش خدمات- آشنایی با کامپیوتر و توانایی کار با نرم‌افزارهای اداری- سابقه کار در آژانس هواپیمایی و زبان‌انگلیسی اولویت محسوب می‌شود.مزایا:- آموزش محصولات و مهارت فروش- صبحانه- محیط کار سالم و حرفه‌ای- پاداش و پورسانت عالی",سازمانی فعال در حوزه گردشگری / هتلداری,https://jobvision.ir/jobs/736287/استخدام-کارشناس-مهاجرت-و-ویزا?row=694&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,گنبد کاووس
حسابدار,به دو نفر حسابدار آشنا به امور بیمه، حقوق و دستمزد، مالیات و ... نیازمندیمحقوق توافقیبیمه تامین اجتماعی و تکمیل درمانسرویس ایاب و ذهاب از تمام نقاطامکان استخدام به صورت امریه سربازی وجود دارد,شرکت اطلس سرام کویر,https://jobvision.ir/jobs/736700/استخدام-حسابدار?row=695&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,قم، شهرک صنعتی شکوهیه
مهندس عمران - آقا,"آشنا به نرم افزار های تخصصی عمران مانند auto cad ,watergems,sewergemsآشنا به نرم افزار Officeدارای روحیه کار تیمیمتعهد به کار",مهندسین مشاور طرح افرا,https://jobvision.ir/jobs/736117/استخدام-مهندس-عمران---آقا?row=696&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,اصفهان
کارشناس بازرگانی خارجی,- مراجعه حضوری به بانک ها جهت پیگیری های پرداخت و آماده نمودن گزارش های بانکی مربوطه- پیگیری جهت ثبت نام و تخصیص ارز- پیگیری جهت پرداخت و انجام صحیح پرداخت توسط بانک ها/صرافی ها- دارای سابقه کار با سامانه جامع تجارت (NTSW)مهارت های مورد نیاز:_ توانایی برقراری ارتباط موثر_ دقیق_ پیگیر_ توانایی گزارش دهی موثر و مداوم_ یادگیرنده_ منعطف,هلدینگ صافولا (صنعتی بهشهر، طلوع پخش آفتاب و گندم طلایی نوتریکا),https://jobvision.ir/jobs/735467/استخدام-کارشناس-بازرگانی-خارجی?row=697&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، تهرانسر
سرپرست تولید محتوا,در تیم ایموکو جای دوستی که حداقل 2 سال تجربه سرپرستی تیم محتوا رو داره خالیه !شرح شغل و وظایف که مد نظرمونهشرایط تخصصی: توانایی تدوین و به‌ روزرسانی استراتژی تولید محتوا آماده‌ سازی، مدیریت و به‌ روزرسانی تقویم محتوایی شبکه‌ های اجتماعیراهبری تیم تولید محتوانظارت و ارزیابی محتوای های تهیه شدهراهبری شبکه‌های اجتماعی و پایش مستمر صفحات اینستاگرام و سایر شبکه‌های مجازی، و تحلیل آن‌هاپایش و ثبت عملکرد محتوا از طریق ابزارها و داشبوردهای مرتبط و ارایه تحلیل‌های کارآمد و مستمرتحلیل رقبا از نظر محتواییبررسی تازه‌ترین روندها، ترندها و تکنولوژی‌های مرتبط با تولید محتواتجربه کمپین های محتوایی در اینستاگرامتوانایی ارائه گزارش به مدیر مربوطهمهارت بالا در مدیریت بودجه، مدیریت زمان و مدیریت پروژهآموزش و توسعه نفرات تیمشایستگی‌هاآشنایی و تسلط کامل به محتوای ویدیویی و متنی و گرافیکیمسلط به اجرای کمپین‌ در شبکه‌های اجتماعیآشنایی با اصول کپشن‌نویسیمسلط به الگوریتم‌های شبکه‌های اجتماعی (ازجمله اینستاگرام)، مدیریت و به‌روزرسانی آن‌هاشرایط عمومی و ویژگی های اخلاقی که برامون مهمهخلاق و ایده‌پردازدقت بالا و توجه به جزئیات، منظم، پیگیر و مسئولیت‌پذیرتوانمند در مدیریت زمان و برنامه‌ریزی فعالیت‌های محولهمنظبط، صبور، و با پشتکارانعطاف‌پذیر،دارای روحیه کار تیمی و قدرت یادگیری بالاسن بین 26 الی 32شرایط کاری ما چه جوریه؟محل شرکت: جردن - چهارراه جهان کودکپرداخت حقوق منظمبیمه تامین اجتماعیارتقای جایگاه شغلیمحیط کاری پویا، دوستانه و مدرن,ایموکو,https://jobvision.ir/jobs/708601/استخدام-سرپرست-تولید-محتوا?row=698&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، گاندی
کارشناس فروش,فن بیان قوی روحیه پیگیری بالا متعهد و مسئولیت پذیردارای مدرک تحصیلی کارشناسی در رشته های IT / بازرگانی / مدیریتآشنا به فنون مذاکرهآشنا به ساختار فروش ومفهوم CRMتلسط نسبی بر زبان انگلیسیتسلط بر نرم افزارهای Office (Word- Exel- PowerPoint-Access),سیتکس,https://jobvision.ir/jobs/736606/استخدام-کارشناس-فروش?row=699&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,کیش
پرستار کودک - خانم,پرستار خانم برای دختر بچه 5 ساله.بدون حضور مادر.ساعت کاری 13 تا 20شنبه تا چهار شنبه ( پنجشنبه و جمعه تعطیل)محدوده حشمتیه,مینیمم,https://jobvision.ir/jobs/736783/استخدام-پرستار-کودک---خانم?row=700&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، حشمتیه
کارمند روابط عمومی,شرایط احراز:آشنا با امور اداریروابط عمومی خوبآشنا به مکاتبه و امور دبیرخانهترجیحا آشنا به فرآیند برگزاری همایش و نمایشگاهدارای روحیه کسب تجربه‌های جدید و یادگیری مداومتسهیلات و مزایا:بیمه پاداشسایر مزایاکمک هزینهحقوق ثابت توافقیبیمه تامین اجتماعیحق اضافه کاریکارانه فوق العاده,مجتمع رسانه ای ساختمان(مجله ساختمان),https://jobvision.ir/jobs/735917/استخدام-کارمند-روابط-عمومی?row=701&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، سیدخندان
کارشناس ارتباط با مشتریان (CRM),کار ما در زمینه خدمات و فروش لوازم خانگی میباشد و به دنبال یک هم تیمی برای پشتیبانی امور مشتریان میگردیم که ویژگیهای زیر رو داشته باشه:- پاسخگویی به تماس ها و پیام های مشتریان (تلفن، شبکه های اجتماعی)- پیگیری امور محوله در خصوص پرونده های مشتریانمهارت های مورد نیاز:- آشنایی به برنامه های ورد و اکسل و مبانی کامپیوتر- توانایی اولویت بندی امور- توانایی ارزیابی سریع وضعیت و حل مسئلهویژگی های فردی:با سلیقه ، خلاق ، ایده پردازتوانایی یادگیری بالاتوانایی کار تیمیمسئولیت پذیر با قدرت بیان بالاتوانایی انجام چند کار هم زمان (Multi Task)شرایط کاری:دارای بیمه تامین اجتماعیساکن تهران (مکان شرکت پل رومی می باشد)ساعت کاری: شنبه تا چهارشنبه از ساعت 9 تا 18 و پنجشنبه از ساعت 9 تا 14,دلونگی,https://jobvision.ir/jobs/733307/استخدام-کارشناس-ارتباط-با-مشتریان-crm?row=702&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، پل رومی
کارشناس پشتیبانی فروش,شرح وظایف :پیگیری بازخورد از مشتریانرسیدگی به وظایف اساسی اجرایی سرپرست فروشثبت داده‌‌ها برای ‌سنجش‌هایی مثل میزان فروش و بازدههمکاری با اعضای تیم و سرپرستان برای ارتقا فنون فروشپیشبرد وضعیت مشتریان در CRMپیگیری وصول مطالباتتهیه لیست مشتریان هدف و مکاتبه و پیگیری با مشتریانانجام وظایف در محدوده SLA های تعیین شدهمهارت های تکمیلی :علاقمند به انجام کار تیمیمهارت مدیریت زمانمهارت ارتباطی اثربخشتوانایی کار با اکسل، ابزارهای فروش مانند CRM، ورد,سازه پردازان,https://jobvision.ir/jobs/734794/استخدام-کارشناس-پشتیبانی-فروش?row=703&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، توحید
دستیار فروش - خانم,- توانایی برقراری ارتباط مؤثر- مسلط به اصول و فنون مذاکره- توانایی تهیه گزارشات فروش- توانایی ارائه اطلاعات و توضیحات- پیگیری امور فروش- توانایی کار با نرم افزارهای Word و Excell- توانایی حضور در جلسات- توانایی انجام کار گروهی,شرکت ایمن سازه,https://jobvision.ir/jobs/735795/استخدام-دستیار-فروش---خانم?row=704&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، شهرک غرب
منشی اداری - خانم,منشی خانم مسلط به ورد و اکسل,املاک یوتا,https://jobvision.ir/jobs/735253/استخدام-منشی-اداری---خانم?row=705&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، سعادت آباد
رسپشن - خانم,شرایط احراز:- توانایی برقراری ارتباط مؤثر- توانایی انجام کار با نرم افزارهای Office- توانایی مدیریت زمان- توانایی انجام کار گروهی- دارای لحن و بیان مناسبشرح شغل:- جوابگویی تلفن- هماهنگی جلسات سازمان- هماهنگی و راهنمایی میهمانان و نفرات ورودی به سازمان- مدیریت تنخواه بخش عمومی سازمان- هماهنگی و اخذ بلیط هواپیما، قطار و اتوبوس (در صورت لزوم),شرکت ایمن سازه,https://jobvision.ir/jobs/735919/استخدام-رسپشن---خانم?row=706&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، شهرک غرب
مدیر منطقه - آقا,مدیریت و رهبری تیم فروش و توزیع منطقه ای و هماهنگی بین فروش و سایر کارکنان.برنامه‌ریزی، توسعه و هدایت برنامه‌های فروش.دستیابی به اهداف فروش و توزیع، سهم سود و نفوذ به بازار برای محصولات تعیین شده.نظارت برسوابق فروش و تجزیه‌وتحلیل شکاف‌های فروش به منظور بهینه‌سازی عملکرد فروش.تحقیق و تحلیل وضعیت بازار.حفظ و بهبود دانش محصول تیم فروش.پیش‌نیازهامهارت حل مسئله و تصمیم‌گیری.آشنایی با کنترل کامل استان و حومه منطقه.حداکثر سن: 45 سال.مدرک کارشناسی یا کارشناسی ارشد در رشتۀ مدیریت بازرگانی یا رشته‌های مرتبط.جنسیت مد نظر: آقا.حداقل ده سال سابقۀ کاری.ساکن شهر اصفهان.توانایی حضور در استان‌های مجاور.,شرکت پخش پدیده پایدار,https://jobvision.ir/jobs/736109/استخدام-مدیر-منطقه---آقا?row=707&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,اصفهان
کارمند اداری - آقا,انجام وظایفی منطبق بر مهارت های زیر:- مسلط به زبان انگلیسی- حداقل مدرک کاردانی- مسلط به اکسل و گزارش گیری- تسلط به امور اداری، دفتری و نرم افزارهای office- تسلط به تنظیم نامه های اداری و امور بایگانی- روابط عمومی بالا، دقت و سرعت عمل- نظم و تعهد کاریمزایا:- حقوق ثابت- اضافه کار- بیمه عمر- بن خرید کالا از فروشگاه های افق کوروش- سبد کالا هر سه ماه یکبار- پاداش ارزیابی عملکرد- میان وعده- رفاهیات,شرکت پخش پدیده پایدار,https://jobvision.ir/jobs/736100/استخدام-کارمند-اداری---آقا?row=708&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، ونک
سرپرست فروشگاه میوه,برقراری ارتباط مناسب با مشتریانرعایت نظم در محیط کارفروشنده جهت فروش میوه و انجام امور داخلی فروشگاه,سبز رسان سلامت,https://jobvision.ir/jobs/734838/استخدام-سرپرست-فروشگاه-میوه?row=709&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، شهرک غرب
راهبر مرکز عملیات امنیت,"نقش های تخصصی-  تحلیل لاگ های امنیتی-  نظارت و مدیریت زیرساخت SIEM-  جمع آوری، تجزیه و تحلیل و تفسیر لاگ ها و رویدادهای امنیتی-  پایش هشدارها و داشبوردهای موجود در SIEM-  پایش داشبوردها و اطلاعات مربوط به وضعیت SIEM-  شناسایی و بررسی رویدادهای امنیت سایبری و موارد مشکوک مشاهده شده-  پاسخگویی به رخدادهای امنیت سایبری-  جرم شناسی دیجیتال (فارنزیک)-  ارائه مشاوره و پشتیبانی فنی در حوزه امنیت-  تهیه مستندات فنی و گزارشات دوره ای و موردیسایر شایستگی ها-  تسلط نسبی به زبان انگلیسی-  مهارت حل مسئله-  روحیه پرسش گری و چالش پذیری-  داشتن روحیه کار تیمی و تعامل مناسب با سایر واحدهای سازمان و اشتراک دانش-  توانایی بالا در زمینه تحقیق و توسعهشرایط احرازسطح تحصیلاتo  حداقل کارشناسیرشته تحصیلیo  مهندسی کامپیوتر( کلیه گرایش ها)o  مهندسی فناوری اطلاعات ( کلیه گرایش ها)o  علوم کامپیوتر( کلیه گرایش ها)مدارک و مدارج حرفه ای( داشتن حداقل 2 مدرک الزامی است )  Security+, CEH SANS Sec504, Sec 503 SANS Sec 511, Sec 555 SANS For 500, For 508, For 572  Network+, CCNA Switching/Routing/ Security  Linux LPIC1, LPIC2مهارت های تخصصیo  تسلط بر مفاهیم شبکه، امنیت و حملات مختلف امنیتیo  آشنایی با سیستم عامل ویندوز و لینوکسo  آشنایی با مفاهیم جرم شناسی در سیستم عامل های ویندوز سرور و لینوکسo  آشنایی با تحلیل لاگتوانایی هایی که مزیت محسوب می شوند:o  تجربه کار عملی با حداقل یک ابزار SIEMo  آشنایی با فرایندهای رسیدگی به حوادث امنیتیo  آشنایی با Mitre ATT&CKo  آشنایی با ابزارها و سرویس های امنیتی همچون IDS/ IPS",ایریسا,https://jobvision.ir/jobs/735856/استخدام-راهبر-مرکز-عملیات-امنیت?row=710&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,اصفهان
کارمند اداری ترابری - خانم,شرکت آمل جوجه جهت جذب نیروی ترابری جهت امور ثبتی درخواست نیرو داده است.,آمل جوجه,https://jobvision.ir/jobs/736811/استخدام-کارمند-اداری-ترابری---خانم?row=711&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,آمل
مسئول پذیرش (کانتردار) - خانم,شرح وظایفپاسخ‌گویی به تماس‌های ورودی و انجام پیگیری‌های لازمانجام هماهنگی‌های داخل و خارج از سازمانارسال و دریافت مرسولاتشرایط احرازدارای سابقه کار مرتبط حداقل یک سالآشنایی با تشریفات اداریآشنایی با نرم‌افزارهای مجموعه آفیس (به ویژه ورد و اکسل)آشنایی با نامه‌نگاری اداریدارای روحیه کار تیمی و همکاریدارای روابط عمومی بالامسئولیت‌پذیر و انعطاف‌پذیرآراستگی ظاهریتوانایی مکالمه به زبان عربی یا انگلیسی مزیت محسوب می‌شود.,مرکز آهن,https://jobvision.ir/jobs/736149/استخدام-مسئول-پذیرش-کانتردار---خانم?row=712&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,اصفهان
منشی و مسئول دفتر - خانم,منشی بخش اداری و مدیریتآشنا با نرم افزار آفیس و تایپ نامه های اداری,پرتو رایان رستاک,https://jobvision.ir/jobs/736318/استخدام-منشی-و-مسئول-دفتر---خانم?row=713&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، پونک
دفتر دار - خانم,با سلام و عرض ادب؛خانمی جهت کار در شرکت نیازمندیم با شرایط آسان و امنبا مزایای تفریحی,هلدینگ عتیق,https://jobvision.ir/jobs/732826/استخدام-دفتر-دار---خانم?row=714&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تبریز
منشی مدیر عامل - خانم,انجام امور مرتبط با عنوان شغلی,هلدینگ عتیق,https://jobvision.ir/jobs/735978/استخدام-منشی-مدیر-عامل---خانم?row=715&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تبریز
کارمند فروش - خانم,خانمی منظم خوش برخورد جهت کار در هلدینگ واقع در مابین چهاراه آبرسان و شهناز نیازمندیم,هلدینگ عتیق,https://jobvision.ir/jobs/736305/استخدام-کارمند-فروش---خانم?row=716&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تبریز
کارشناس فروش - آقا,کارشناس فروش جهت عمده فروشی و خرده فروشی و بازاریابی مویرگی,سازمانی فعال در حوزه تجارت / بازرگانی,https://jobvision.ir/jobs/736032/استخدام-کارشناس-فروش---آقا?row=717&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، نیاوران
راننده وانت - آقا,راننده وانت جهت پخش مویرگی,سازمانی فعال در حوزه تجارت / بازرگانی,https://jobvision.ir/jobs/736034/استخدام-راننده-وانت---آقا?row=718&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,باقر شهر
منشی اداری - خانم,یک شرکت مهندسی و بازرگانی در محدوده خیابان آیت اله کاشانی، بلوار اباذربرای تکمیل کادر خود نیاز به یکنفر خانم منشی جهت امور اداری دارد.وظایف شامل پاسخگویی تلفن، تایپ نامه و پیش فاکتور ، بایگانی نامه ها و سایر امور اداری مربوط به مسئول دفتر و یا منشی می باشد.آشنایی به نرم افزار گرافیکی مانند کورل و فتوشاپ مزیت محسوب می گردد.روزهای کاری شنبه تا چهارشنبه 8 الی 16.30و پنجشنبه ها تعطیل,شرکت مهندسی دامون هیدرو,https://jobvision.ir/jobs/736836/استخدام-منشی-اداری---خانم?row=719&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، آیت الله کاشانی
کارشناس کنترل کیفیت آزمایشگاه,- اولویت با فارغ التحصیلان کارشناس شیمی محض و شیمی کاربردی می باشد- تسلط به کار با دستگاه HPLC و GC- پارک فناوری دانشگاه تربیت مدرس (کیلومتر 17 تهران - کرج),وانا دارو گستر,https://jobvision.ir/jobs/733825/استخدام-کارشناس-کنترل-کیفیت-آزمایشگاه?row=720&pageSize=30&searchId=384999786371982336&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، پیکان شهر
رئیس حسابداری,آشنایی کامل با نرم افزار حسابداری راهکارانآشنایی با تهیه گزارشات بودجه و گزارشات مدیریتیتسلط بر حسابداری صنعتیتهیه صورتهای مالی,توسعه معادن پارس تامین,https://jobvision.ir/jobs/685055/استخدام-رئیس-حسابداری?row=721&pageSize=30&searchId=384999795527411093&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، یوسف اباد
کارشناس معماری,مهندس معمار مسلط به نرم افزارهای Revit و AutoCAD، دارای حداقل 3 سال کار مرتبط در زمینه طراحی ساختمانی و صنعتی با نرم افزار های مربوطه جهت شرکت معتبر تولیدی-پیمانکاری واقع در منطقه پاسداران به همراه حقوق و مزایا ، بیمه تامین اجتماعی و بیمه تکمیلیارائه نمونه کار طراحی رویت در زمان مصاحبه الزامی می باشد.ساعت کاری به صورت تمام وقت شنبه تا چهارشنبه می باشد.,سازمانی فعال در حوزه تولیدی / صنعتی,https://jobvision.ir/jobs/735778/استخدام-کارشناس-معماری?row=722&pageSize=30&searchId=384999795527411093&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، پاسداران
کارشناس HSE - آقا,مدرک تحصیلی: حداقل لیسانس در رشته بهداشت حرفه ایی، ایمنی صنعتیدارای حداقل 5 سال سابقه کار مرتبطتسلط بر ارزیابی عوامل زیان آور محیط کار ، مدیریت ریسک، استانداردهای مرتبطتسلط بر دانش، قوانین و مباحث بهداشت حرفه ایآشنایی با الزامات بهداشت و ایمنی انبارهاتوانایی شناسایی و ارزیابی ریسک مخاطرات و جنبه های محیط زیستدارای روحیه کار تیمی,شرکت پخش هجرت,https://jobvision.ir/jobs/736266/استخدام-کارشناس-hse---آقا?row=723&pageSize=30&searchId=384999795527411093&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، انقلاب
کارشناس حسابداری خرید,مدرک تحصیلی: کارشناسی - کارشناسی ارشد حسابداریمسلط به کار حسابداریحداقل 2 سال سابقه کار مرتبط,شرکت پخش هجرت,https://jobvision.ir/jobs/736259/استخدام-کارشناس-حسابداری-خرید?row=724&pageSize=30&searchId=384999795527411093&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، فلسطین
طراح گرافیک,طراح مسلط به نرم افزارهای گرافیکی و آشنا با چاپ و بسته بندی,گروه تبلیغاتی هنرسبز,https://jobvision.ir/jobs/736007/استخدام-طراح-گرافیک?row=725&pageSize=30&searchId=384999795527411093&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، بهارستان
کارشناس طراحی صنعتی - آقا,"شرکت ""احداث قدرت نیرو"" از سال 1385 فعالیت خود را در زمینه تولید و مونتاژ تابلوهای برق صنعتی فشار ضعیف و فشار متوسط آغاز کرده است. این شرکت جهت تکمیل کادر خود در بخش فلزکاری نیازمند نیروی پویا و فعال در زمینه کار با دستگاه پانچ CNC میباشد.محل کار در کارخانه واقع در شهرک صنعتی شمس آباد تهران میباشد.شرح وظایف:نقشه کشی قطعات بدنه تابلو برق با نرم افزار Autocad بر اساس نقشه های ارائه شده از واحد مهندسی.اجرای پانچ بدنه های تابلو برق بر اساس نقشه های موجود و کار با نرم افزارهای CNC نظیر AM PUNCH.تجربه کار با دستگاه CNC AMADA مزیت محسوب میشود.نیروی جوان و مشتاق یادگیری نیز پذیرفته میشود.",احداث قدرت نیرو,https://jobvision.ir/jobs/736252/استخدام-کارشناس-طراحی-صنعتی---آقا?row=726&pageSize=30&searchId=384999795527411093&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، شهرک صنعتی شمس آباد
کارشناس کنترل کیفیت,شرح شغل:نظارت پیوسته بر پاسخگویی به مشتریان در کانال های مختلفبررسی کیفیت پاسخگوییعیب یابی و بهبود روش های ارزیابی و فعالیت جهت فراگیری آن در کل سازمانشناسایی مشکلات عمده مشتریان و انتقال آن به بخش های مرتبط جهت رفع مواردبهبود عملکرد کارشناسان مرکز تماس از طریق روش های مربیگریپیش‌بینی فشار کاری مرکز تماس و برنامه ‌ریزی مربوط به شیفت‌های کاریکنترل صحت ثبت درخواست‌هابررسی ضبط مکالمات و ارزیابی کیفیت مکالمات کارشناسان مراکز تماسارائه گزارش­های لازم به مدیر واحدمهارتهای مورد نیاز:تسلط به سیستم فعالیت مرکز تماس و شاخص­های آنتمرکز بر تحقق تارگت های کیفی مرکز تماس (پاسخگویی)درک صحیح فرآیندهای مرکز تماسمهارت برنامه ‌ریزی و پیش ‌بینی,آقای باطری,https://jobvision.ir/jobs/735456/استخدام-کارشناس-کنترل-کیفیت?row=727&pageSize=30&searchId=384999795527411093&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، پاسداران
کارشناس وردپرس (php),ما یک شرکت استارت اپی در زمینه حقوقی هستیم و با پارک علم و فناوری مشهد همکاری داریم . به دنبال کارشناس متخصص وردپرس ، اشنا به کد نویسی php و جاوا اسکریپت و اشنایی نسبی به فرانت اند ، اشنای در مدیریت و بهینه سازی هسته و قالب و افزونه ها ، شخصی سازی افزونه و کلیه امور مرتبط با وردپرس. حضور به صورت پاره وقت روز در میان در طرف عصر . حقوق و مزایای مناسب ، سایر شرایط به صورت توافقی می باشد. اولویت ما افراد متعهد و منظم می باشد. در مجموعه ما نظم سیستمی از اولویت به سزایی بر خوردار می باشد. پرسنل منظم و دقیقتر شامل پاداش و شرایط ویژه می باشند .,ارتانوین,https://jobvision.ir/jobs/735430/استخدام-کارشناس-وردپرس-php?row=728&pageSize=30&searchId=384999795527411093&score=1&ReferrerJobPosition=8,,jobvision,امروز,مشهد، آزادشهر
کارشناس فروش و بازاریابی,شرکت تسنیم گستر با 24 سال سابقه در زمینه واردات و توزیع تجهیزات پزشکی زنان و زایمان، نیرو می‌پذیرد.اگر در فروش موفق هستید و روابط عمومی خوبی دارید...این فرصت برای شماست! استخدام کارشناس فروش در انواع تکنیک‌های فروش مانند: تله‌مارکتینگ، دیجیتال مارکتینگ و ویزیت حضوری پزشکان و مراکز، امکان پذیر است.از ویژگی‌های برتر این موقعیت شغلی میتوان به حقوق مکفی+پورسانت اشاره نمود.ویژگی‌هایی اعم از:فن بیان قوی و روابط عمومی بالاداشتن سابقه فروشمنظم و مسئولیت پذیریتسلط کافی در برقرار کردن ارتباطآراستگی ظاهردر مصاحبه شما تاثیرگذار خواهد بود. از شما متقاضی محترم خواهشمندیم، رزومه کامل، با درج سابقه کاری دقیق را مبذول بفرمائید.به امید دیدار شما :),تسنیم گستر,https://jobvision.ir/jobs/735285/استخدام-کارشناس-فروش-و-بازاریابی?row=729&pageSize=30&searchId=384999795527411093&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، آپادانا
Senior Product Manager,"We are looking for a Senior Product Manager for one of our product team. As a Product Manager, you will drive and plan for one of product focused on customer experience and economics. Your main responsibility is being able to create value for the customers and increase the efficiency of the system by identifying users’ need, making data-driven decisions, identifying priorities, plan and deliver best in class experience for our customers. The ideal candidate is entrepreneurial, and passionate to innovate and execute across a rapidly growing, fast-paced company.Tasks in detail:Internalizing and deeply understanding the organization's mission and strategies, as well as the objectives of your particular product.Being customer-centric. Placing the customer in the center of all decisions. Trying to create customer loyalty in every decision.Being data-driven. Collecting necessary data to decide on product direction, whether in the form of competitive Intel, user behaviour, or other business metrics.Driving a cross-functional team to set qualitative objectives and quantitative goals.Owning innovating, defining, planning deliverable (road-map) of entirely new products and product features to deliver against the team and company goals.Driving definition and execution against product go-to-market plan, including phasing and marketing.Monitoring and measuring launched products and feed insights back into the product development process.Communicating product plans, benefits, and results, as appropriate, to a spectrum of audiences, from internal partners to all employees and riders.Requires challenging members of each functional team (engineering, design, etc.) to think boldly and creatively and then to focus that energy on execution plans.Requirements:Bachelor's degree in Computer Science, Engineering or MBA or any related field is a plus.Minimum of 4 years of experience of product management.Great team player: should be able to deal with both business and technical entities.Perfection seeker: from your own contributions to the people you work with to the products you work on.Driver personality: biased on your actions.Data analysts: should be able to forge data into insightful information and know-how to use data in the decision-making process.Customer centrist: should always see the product from the end user's perspective.Fast learner: must maintain his knowledge updated with rapid changes in the industryReal passion for the company's charter and hybrid technology/operations nature.Being Fluent in English is a plus.",تپسی,https://jobvision.ir/jobs/736702/استخدام-senior-product-manager?row=730&pageSize=30&searchId=384999795527411093&score=1&ReferrerJobPosition=8,,jobvision,امروز,تهران، سعادت آباد
